2.6831E+00,1.1671E+00,1.8409E+01,3.7921E+01,3.1293E+03,0.0000E+00,0.0000E+00,1.2843E+03
1.6578E+00,1.1760E+00,1.8530E+01,2.1576E+01,2.9005E+03,1.0000E+00,1.0000E+00,1.2372E+03
1.0368E-01,1.2296E+00,1.8716E+01,7.5842E-01,1.6465E+03,6.8964E+00,3.0245E+00,9.4837E+02
2.6801E+00,1.1626E+00,1.8624E+01,3.7921E+01,3.1694E+03,0.0000E+00,0.0000E+00,1.2826E+03
1.6553E+00,1.1706E+00,1.8758E+01,2.1618E+01,2.9464E+03,1.0000E+00,9.9998E-01,1.2364E+03
1.0220E-01,1.2267E+00,1.8983E+01,7.5842E-01,1.6942E+03,6.9547E+00,3.0180E+00,9.5409E+02
2.6790E+00,1.1584E+00,1.8834E+01,3.7921E+01,3.2063E+03,0.0000E+00,0.0000E+00,1.2805E+03
1.6541E+00,1.1654E+00,1.8981E+01,2.1658E+01,2.9891E+03,1.0000E+00,9.9998E-01,1.2353E+03
1.0080E-01,1.2237E+00,1.9250E+01,7.5842E-01,1.7420E+03,7.0156E+00,3.0113E+00,9.5954E+02
2.6798E+00,1.1545E+00,1.9038E+01,3.7921E+01,3.2401E+03,0.0000E+00,0.0000E+00,1.2782E+03
1.6540E+00,1.1605E+00,1.9199E+01,2.1696E+01,3.0287E+03,1.0000E+00,9.9999E-01,1.2338E+03
9.9459E-02,1.2205E+00,1.9516E+01,7.5842E-01,1.7899E+03,7.0790E+00,3.0044E+00,9.6473E+02
2.6823E+00,1.1510E+00,1.9237E+01,3.7921E+01,3.2709E+03,0.0000E+00,0.0000E+00,1.2756E+03
1.6551E+00,1.1559E+00,1.9411E+01,2.1731E+01,3.0652E+03,1.0000E+00,9.9999E-01,1.2320E+03
9.8188E-02,1.2173E+00,1.9783E+01,7.5842E-01,1.8378E+03,7.1450E+00,2.9973E+00,9.6966E+02
2.6863E+00,1.1478E+00,1.9430E+01,3.7921E+01,3.2988E+03,0.0000E+00,0.0000E+00,1.2729E+03
1.6572E+00,1.1517E+00,1.9617E+01,2.1764E+01,3.0986E+03,1.0000E+00,9.9999E-01,1.2299E+03
9.6979E-02,1.2139E+00,2.0049E+01,7.5842E-01,1.8857E+03,7.2136E+00,2.9902E+00,9.7432E+02
2.6917E+00,1.1449E+00,1.9618E+01,3.7921E+01,3.3240E+03,0.0000E+00,0.0000E+00,1.2700E+03
1.6602E+00,1.1478E+00,1.9817E+01,2.1795E+01,3.1289E+03,1.0000E+00,1.0000E+00,1.2275E+03
9.5826E-02,1.2103E+00,2.0314E+01,7.5842E-01,1.9337E+03,7.2846E+00,2.9830E+00,9.7871E+02
2.6984E+00,1.1423E+00,1.9800E+01,3.7921E+01,3.3466E+03,0.0000E+00,0.0000E+00,1.2670E+03
1.6641E+00,1.1442E+00,2.0011E+01,2.1823E+01,3.1563E+03,1.0000E+00,1.0000E+00,1.2250E+03
9.4730E-02,1.2064E+00,2.0579E+01,7.5842E-01,1.9815E+03,7.3580E+00,2.9758E+00,9.8279E+02
2.7063E+00,1.1399E+00,1.9978E+01,3.7921E+01,3.3668E+03,0.0000E+00,0.0000E+00,1.2638E+03
1.6687E+00,1.1410E+00,2.0200E+01,2.1849E+01,3.1809E+03,1.0000E+00,1.0000E+00,1.2223E+03
9.3688E-02,1.2023E+00,2.0842E+01,7.5842E-01,2.0292E+03,7.4335E+00,2.9686E+00,9.8655E+02
2.7152E+00,1.1379E+00,2.0150E+01,3.7921E+01,3.3846E+03,0.0000E+00,0.0000E+00,1.2606E+03
1.6740E+00,1.1382E+00,2.0382E+01,2.1871E+01,3.2028E+03,1.0000E+00,1.0000E+00,1.2195E+03
9.2700E-02,1.1978E+00,2.1104E+01,7.5842E-01,2.0766E+03,7.5109E+00,2.9617E+00,9.8995E+02
2.7250E+00,1.1361E+00,2.0317E+01,3.7921E+01,3.4004E+03,0.0000E+00,0.0000E+00,1.2574E+03
1.6799E+00,1.1357E+00,2.0559E+01,2.1891E+01,3.2222E+03,1.0000E+00,1.0000E+00,1.2166E+03
9.1768E-02,1.1930E+00,2.1364E+01,7.5842E-01,2.1236E+03,7.5896E+00,2.9551E+00,9.9295E+02
2.7356E+00,1.1345E+00,2.0479E+01,3.7921E+01,3.4143E+03,0.0000E+00,0.0000E+00,1.2540E+03
1.6863E+00,1.1335E+00,2.0730E+01,2.1909E+01,3.2393E+03,1.0000E+00,1.0000E+00,1.2136E+03
9.0894E-02,1.1877E+00,2.1622E+01,7.5842E-01,2.1699E+03,7.6691E+00,2.9489E+00,9.9549E+02
2.7470E+00,1.1331E+00,2.0637E+01,3.7921E+01,3.4264E+03,0.0000E+00,0.0000E+00,1.2507E+03
1.6931E+00,1.1316E+00,2.0895E+01,2.1924E+01,3.2542E+03,1.0000E+00,1.0000E+00,1.2105E+03
9.0083E-02,1.1818E+00,2.1877E+01,7.5842E-01,2.2152E+03,7.7488E+00,2.9435E+00,9.9750E+02
2.7590E+00,1.1319E+00,2.0791E+01,3.7921E+01,3.4369E+03,0.0000E+00,0.0000E+00,1.2473E+03
1.7004E+00,1.1300E+00,2.1056E+01,2.1937E+01,3.2672E+03,1.0000E+00,1.0000E+00,1.2074E+03
8.9340E-02,1.1754E+00,2.2128E+01,7.5842E-01,2.2593E+03,7.8275E+00,2.9390E+00,9.9892E+02
2.7715E+00,1.1309E+00,2.0940E+01,3.7921E+01,3.4459E+03,0.0000E+00,0.0000E+00,1.2439E+03
1.7080E+00,1.1286E+00,2.1212E+01,2.1949E+01,3.2784E+03,1.0000E+00,1.0000E+00,1.2043E+03
8.8675E-02,1.1684E+00,2.2373E+01,7.5842E-01,2.3015E+03,7.9043E+00,2.9356E+00,9.9967E+02
2.7845E+00,1.1300E+00,2.1085E+01,3.7921E+01,3.4537E+03,0.0000E+00,0.0000E+00,1.2405E+03
1.7159E+00,1.1273E+00,2.1363E+01,2.1958E+01,3.2880E+03,1.0000E+00,1.0000E+00,1.2011E+03
8.8095E-02,1.1609E+00,2.2613E+01,7.5842E-01,2.3414E+03,7.9776E+00,2.9334E+00,9.9972E+02
2.7979E+00,1.1292E+00,2.1227E+01,3.7921E+01,3.4602E+03,0.0000E+00,0.0000E+00,1.2371E+03
1.7241E+00,1.1263E+00,2.1510E+01,2.1967E+01,3.2962E+03,1.0000E+00,1.0000E+00,1.1979E+03
8.7613E-02,1.1530E+00,2.2844E+01,7.5842E-01,2.3783E+03,8.0461E+00,2.9325E+00,9.9905E+02
2.8116E+00,1.1285E+00,2.1365E+01,3.7921E+01,3.4657E+03,0.0000E+00,0.0000E+00,1.2337E+03
1.7325E+00,1.1254E+00,2.1653E+01,2.1974E+01,3.3031E+03,1.0000E+00,1.0000E+00,1.1947E+03
8.7236E-02,1.1451E+00,2.3065E+01,7.5842E-01,2.4118E+03,8.1083E+00,2.9328E+00,9.9775E+02
2.8256E+00,1.1279E+00,2.1500E+01,3.7921E+01,3.4702E+03,0.0000E+00,0.0000E+00,1.2303E+03
1.7411E+00,1.1246E+00,2.1792E+01,2.1980E+01,3.3088E+03,1.0000E+00,1.0000E+00,1.1916E+03
8.6971E-02,1.1375E+00,2.3276E+01,7.5842E-01,2.4412E+03,8.1632E+00,2.9340E+00,9.9595E+02
2.8399E+00,1.1274E+00,2.1631E+01,3.7921E+01,3.4739E+03,0.0000E+00,0.0000E+00,1.2269E+03
1.7498E+00,1.1240E+00,2.1927E+01,2.1985E+01,3.3135E+03,1.0000E+00,1.0000E+00,1.1884E+03
8.6817E-02,1.1306E+00,2.3475E+01,7.5842E-01,2.4665E+03,8.2101E+00,2.9355E+00,9.9381E+02
2.8544E+00,1.1269E+00,2.1759E+01,3.7921E+01,3.4767E+03,0.0000E+00,0.0000E+00,1.2236E+03
1.7587E+00,1.1234E+00,2.2059E+01,2.1990E+01,3.3173E+03,1.0000E+00,1.0000E+00,1.1852E+03
8.6767E-02,1.1247E+00,2.3663E+01,7.5842E-01,2.4876E+03,8.2492E+00,2.9370E+00,9.9151E+02
2.8691E+00,1.1265E+00,2.1885E+01,3.7921E+01,3.4789E+03,0.0000E+00,0.0000E+00,1.2202E+03
1.7677E+00,1.1229E+00,2.2187E+01,2.1994E+01,3.3203E+03,1.0000E+00,1.0000E+00,1.1820E+03
8.6812E-02,1.1199E+00,2.3839E+01,7.5842E-01,2.5048E+03,8.2810E+00,2.9383E+00,9.8913E+02
